"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Probable Pitcher","Batting Order"
"19819-12965","1B","Matt","Matt Davidson","Davidson","10.46551724137931","58","3100","OAK@CWS","CWS","OAK","","","",""
"19819-52178","3B","Maikel","Maikel Franco","Franco","8.128357844566231","67","3100","PHI@ARI","PHI","ARI","","","",""
"19819-5153","1B","Hanley","Hanley Ramirez","Ramirez","8.959999593098958","60","3100","LAA@BOS","BOS","LAA","DTD","Shoulder","",""
"19819-5175","OF","Colby","Colby Rasmus","Rasmus","10.05135118639147","37","3100","BAL@TAM","TAM","BAL","DTD","Hip","",""
"19819-5188","OF","Jacoby","Jacoby Ellsbury","Ellsbury","9.507691994691507","39","3100","TEX@NYY","NYY","TEX","DL","Concussion","",""
"19819-21633","3B","Eugenio","Eugenio Suarez","Suarez","10.820000348772322","70","3100","CIN@WAS","CIN","WAS","","","",""
"19819-5263","OF","Nick","Nick Markakis","Markakis","9.637500339084202","72","3100","MIL@ATL","ATL","MIL","","","",""
"19819-13567","2B","DJ","DJ LeMahieu","LeMahieu","9.478947689658717","76","3100","COL@LOS","COL","LOS","","","",""
"19819-13575","2B","Jose","Jose Pirela","Pirela","14.835714067731585","14","3100","DET@SDP","SDP","DET","","","",""
"19819-5489","2B","Brandon","Brandon Phillips","Phillips","9.384615384615385","65","3100","MIL@ATL","ATL","MIL","DTD","Groin","",""
"19819-5532","OF","Steve","Steve Pearce","Pearce","7.818749904632568","32","3100","TOR@KAN","TOR","KAN","DTD","Knee","",""
"19819-5591","OF","Howie","Howie Kendrick","Kendrick","11.393332926432292","30","3100","PHI@ARI","PHI","ARI","","","",""
"19819-13892","OF","Hernan","Hernan Perez","Perez","8.954412123736214","68","3100","MIL@ATL","MIL","ATL","","","",""
"19819-38561","OF","Chris","Chris Taylor","Taylor","11.14385986328125","57","3100","COL@LOS","LOS","COL","","","",""
"19819-38615","OF","Domingo","Domingo Santana","Santana","10.628571428571428","70","3100","MIL@ATL","MIL","ATL","","","",""
"19819-6252","OF","Eric","Eric Young Jr.","Young Jr.","10.782608695652174","23","3000","LAA@BOS","LAA","BOS","","","",""
"19819-6319","OF","Ian","Ian Desmond","Desmond","9.814583460489908","48","3000","COL@LOS","COL","LOS","","","",""
"19819-12516","1B","Lucas","Lucas Duda","Duda","10.122000122070313","50","3000","NYM@SFG","NYM","SFG","","","",""
"19819-17139","C","J.T.","J.T. Realmuto","Realmuto","9.463934226114242","61","3000","CHC@MIA","MIA","CHC","","","",""
"19819-70518","OF","Taylor","Taylor Motter","Motter","7.608064713016633","62","3000","HOU@SEA","SEA","HOU","","","",""
"19819-68522","3B","Alex","Alex Bregman","Bregman","8.355714634486608","70","3000","HOU@SEA","HOU","SEA","","","",""
"19819-52158","SS","Trevor","Trevor Story","Story","8.885245901639344","61","3000","COL@LOS","COL","LOS","","","",""
"19819-13259","1B","Tommy","Tommy Joseph","Joseph","8.849254095732276","67","3000","PHI@ARI","PHI","ARI","","","",""
"19819-5086","OF","Seth","Seth Smith","Smith","8.800000117375301","52","3000","BAL@TAM","BAL","TAM","","","",""
"19819-5114","OF","Curtis","Curtis Granderson","Granderson","8.543478260869565","69","3000","NYM@SFG","NYM","SFG","","","",""
"19819-5122","C","Alex","Alex Avila","Avila","10.38199951171875","50","3000","DET@SDP","DET","SDP","","","",""
"19819-11326","SS","Tim","Tim Beckham","Beckham","9.043939763849432","66","3000","BAL@TAM","TAM","BAL","DTD","Hand","",""
"19819-5189","OF","Josh","Josh Reddick","Reddick","10.126229708311987","61","3000","HOU@SEA","HOU","SEA","","","",""
"19819-11334","1B","Freddie","Freddie Freeman","Freeman","16.66216216216216","37","3000","MIL@ATL","ATL","MIL","DL","Wrist","",""
"19819-11338","SS","Zack","Zack Cozart","Cozart","12.418965306775323","58","3000","CIN@WAS","CIN","WAS","DL","Quadriceps","",""
"19819-11344","C","Jason","Jason Castro","Castro","8.042000122070313","50","3000","MIN@CLE","MIN","CLE","","","",""
"19819-5204","OF","Denard","Denard Span","Span","8.760784074371935","51","3000","NYM@SFG","SFG","NYM","","","",""
"19819-5221","SS","Asdrubal","Asdrubal Cabrera","Cabrera","9.073469512316645","49","3000","NYM@SFG","NYM","SFG","DL","Thumb","",""
"19819-13501","SS","Chris","Chris Owings","Owings","10.347761011835354","67","3000","PHI@ARI","ARI","PHI","","","",""
"19819-21875","OF","Max","Max Kepler","Kepler","9.186363451408617","66","3000","MIN@CLE","MIN","CLE","","","",""
"19819-13694","1B","Marwin","Marwin Gonzalez","Gonzalez","11","58","3000","HOU@SEA","HOU","SEA","","","",""
"19819-13841","SS","Didi","Didi Gregorius","Gregorius","10.208333333333334","48","3000","TEX@NYY","NYY","TEX","","","",""
"19819-12168","2B","Starlin","Starlin Castro","Castro","11.527143205915179","70","3000","TEX@NYY","NYY","TEX","","","",""
"19819-12292","1B","Danny","Danny Valencia","Valencia","8.783823349896599","68","2900","HOU@SEA","SEA","HOU","","","",""
"19819-12462","1B","Mitch","Mitch Moreland","Moreland","10.052238805970148","67","2900","LAA@BOS","BOS","LAA","","","",""
"19819-12495","C","Welington","Welington Castillo","Castillo","9.299999702267531","41","2900","BAL@TAM","BAL","TAM","","","",""
"19819-17015","C","Evan","Evan Gattis","Gattis","8.95957459794714","47","2900","HOU@SEA","HOU","SEA","","","",""
"19819-21161","2B","Yolmer","Yolmer Sanchez","Sanchez","7.884745969610699","59","2900","OAK@CWS","CWS","OAK","","","",""
"19819-53994","1B","Josh","Josh Bell","Bell","9.024657367026968","73","2900","PIT@STL","PIT","STL","","","",""
"19819-17167","2B","Brad","Brad Miller","Miller","8.623809814453125","42","2900","BAL@TAM","TAM","BAL","DL","Groin","",""
"19819-54049","SS","Aledmys","Aledmys Diaz","Diaz","8.140908905954072","66","2900","PIT@STL","STL","PIT","","","",""
"19819-5084","C","Chris","Chris Iannetta","Iannetta","9.579412123736214","34","2900","PHI@ARI","ARI","PHI","","","",""
"19819-17382","OF","Gregory","Gregory Polanco","Polanco","8.549999782017299","56","2900","PIT@STL","PIT","STL","","","",""
"19819-70636","2B","Ryan","Ryan Schimpf","Schimpf","8.760377128169221","53","2900","DET@SDP","SDP","DET","","","",""
"19819-5177","1B","Albert","Albert Pujols","Pujols","9.222058464499082","68","2900","LAA@BOS","LAA","BOS","","","",""
"19819-5181","C","Yadier","Yadier Molina","Molina","8.770491803278688","61","2900","PIT@STL","STL","PIT","","","",""
"19819-38005","OF","Yasiel","Yasiel Puig","Puig","10.391304347826088","69","2900","COL@LOS","LOS","COL","","","",""
"19819-38040","OF","Eddie","Eddie Rosario","Rosario","7.966153658353365","65","2900","MIN@CLE","MIN","CLE","","","",""
"19819-5359","SS","Elvis","Elvis Andrus","Andrus","11.402857317243303","70","2900","TEX@NYY","TEX","NYY","","","",""
"19819-5406","OF","Jayson","Jayson Werth","Werth","10.331915023479056","47","2900","CIN@WAS","WAS","CIN","DL","Toe","",""
"19819-21874","SS","Jorge","Jorge Polanco","Polanco","7.87924539817954","53","2900","MIN@CLE","MIN","CLE","","","",""
"19819-13854","OF","Robbie","Robbie Grossman","Grossman","9.194915254237289","59","2900","MIN@CLE","MIN","CLE","","","",""
"19819-13961","OF","Kevin","Kevin Kiermaier","Kiermaier","9.451612903225806","62","2900","BAL@TAM","TAM","BAL","DL","Hip","",""
"19819-5842","OF","Gregor","Gregor Blanco","Blanco","8.894285365513392","35","2900","PHI@ARI","ARI","PHI","","","",""
"19819-5945","3B","David","David Freese","Freese","8.529629742657697","54","2900","PIT@STL","PIT","STL","","","",""
"19819-6005","OF","Matt","Matt Joyce","Joyce","8.403174990699405","63","2900","OAK@CWS","OAK","CWS","","","",""
"19819-38842","OF","Mallex","Mallex Smith","Smith","10.804761614118304","21","2900","BAL@TAM","TAM","BAL","","","",""
"19819-38867","2B","Devon","Devon Travis","Travis","8.967999877929687","50","2900","TOR@KAN","TOR","KAN","DL","Knee","",""
"19819-53476","OF","Scott","Scott Schebler","Schebler","11.004477429745803","67","2800","CIN@WAS","CIN","WAS","","","",""
"19819-16948","2B","Kolten","Kolten Wong","Wong","9.236170342627991","47","2800","PIT@STL","STL","PIT","DL","Triceps","",""
"19819-21165","C","Roberto","Roberto Perez","Perez","5.860714503696987","28","2800","MIN@CLE","CLE","MIN","","","",""
"19819-21172","2B","Brandon","Brandon Drury","Drury","9.403124809265137","64","2800","PHI@ARI","ARI","PHI","","","",""
"19819-10977","OF","Austin","Austin Jackson","Jackson","8.144117467543659","34","2800","MIN@CLE","CLE","MIN","","","",""
"19819-68478","SS","Chad","Chad Pinder","Pinder","8.767391038977582","46","2800","OAK@CWS","OAK","CWS","","","",""
"19819-5033","3B","Chase","Chase Headley","Headley","9.098437309265137","64","2800","TEX@NYY","NYY","TEX","DTD","Back","",""
"19819-5076","OF","Carlos","Carlos Gonzalez","Gonzalez","7.727536408797555","69","2800","COL@LOS","COL","LOS","","","",""
"19819-5079","SS","Troy","Troy Tulowitzki","Tulowitzki","6.56052639609889","38","2800","TOR@KAN","TOR","KAN","","","",""
"19819-13354","2B","Cesar","Cesar Hernandez","Hernandez","9.672413793103448","58","2800","PHI@ARI","PHI","ARI","DL","Oblique","",""
"19819-13422","OF","Jake","Jake Marisnick","Marisnick","7.583333333333333","54","2800","HOU@SEA","HOU","SEA","","","",""
"19819-5246","3B","Yunel","Yunel Escobar","Escobar","9.026315789473685","57","2800","LAA@BOS","LAA","BOS","","","",""
"19819-54401","OF","Manuel","Manuel Margot","Margot","8.12127685546875","47","2800","DET@SDP","SDP","DET","DL","Calf","",""
"19819-5310","OF","Rajai","Rajai Davis","Davis","7.289654961947737","58","2800","OAK@CWS","OAK","CWS","","","",""
"19819-5311","C","Kurt","Kurt Suzuki","Suzuki","8.13999982561384","35","2800","MIL@ATL","ATL","MIL","","","",""
"19819-38088","3B","Adonis","Adonis Garcia","Garcia","8.431578786749588","38","2800","MIL@ATL","ATL","MIL","DL","Finger","",""
"19819-38136","SS","Addison","Addison Russell","Russell","8.589230581430288","65","2800","CHC@MIA","CHC","MIA","","","",""
"19819-13593","OF","Keon","Keon Broxton","Broxton","9.7","70","2800","MIL@ATL","MIL","ATL","","","",""
"19819-38218","1B","Christian","Christian Walker","Walker","0","0","2800","PHI@ARI","ARI","PHI","","","",""
"19819-13687","SS","Jordy","Jordy Mercer","Mercer","8.22999965122768","70","2800","PIT@STL","PIT","STL","","","",""
"19819-5608","OF","Ben","Ben Zobrist","Zobrist","8.06727294921875","55","2800","CHC@MIA","CHC","MIA","DL","Wrist","",""
"19819-5617","1B","Adam","Adam Lind","Lind","7.83111097547743","45","2800","CIN@WAS","WAS","CIN","","","",""
"19819-12237","C","Jonathan","Jonathan Lucroy","Lucroy","7.298148261176215","54","2800","TEX@NYY","TEX","NYY","","","",""
"19819-38952","OF","Alex","Alex Dickerson","Dickerson","8.563095092773438","84","2700","DET@SDP","SDP","DET","DL","Back","",""
"19819-73875","OF","Jose","Jose Martinez","Martinez","6.824324324324325","37","2700","PIT@STL","STL","PIT","","","",""
"19819-12562","2B","Danny","Danny Espinosa","Espinosa","6.561538461538461","65","2700","LAA@BOS","LAA","BOS","","","",""
"19819-12660","2B","Daniel","Daniel Descalso","Descalso","5.9327587259226835","58","2700","PHI@ARI","ARI","PHI","","","",""
"19819-12849","OF","Ezequiel","Ezequiel Carrera","Carrera","6.8946429661342075","56","2700","TOR@KAN","TOR","KAN","DL","Foot","",""
"19819-23107","OF","Jorge","Jorge Soler","Soler","5.283333248562283","18","2700","TOR@KAN","KAN","TOR","","","",""
"19819-72261","OF","Guillermo","Guillermo Heredia","Heredia","7.152631793105812","57","2700","HOU@SEA","SEA","HOU","","","",""
"19819-17025","2B","Joe","Joe Panik","Panik","8.541790862581623","67","2700","NYM@SFG","SFG","NYM","","","",""
"19819-12961","SS","Brandon","Brandon Crawford","Crawford","8.547457420219809","59","2700","NYM@SFG","SFG","NYM","","","",""
"19819-12993","OF","Gorkys","Gorkys Hernandez","Hernandez","4.555931996490996","59","2700","NYM@SFG","SFG","NYM","","","",""
"19819-13098","C","Rene","Rene Rivera","Rivera","6.605555640326606","36","2700","NYM@SFG","NYM","SFG","","","",""
"19819-11129","OF","Jason","Jason Heyward","Heyward","8.587272505326705","55","2700","CHC@MIA","CHC","MIA","DL","Hand","",""
"19819-5037","C","Nick","Nick Hundley","Hundley","5.420930374500363","43","2700","NYM@SFG","SFG","NYM","","","",""
"19819-52153","OF","David","David Dahl","Dahl","9.942857530381945","63","2700","COL@LOS","COL","LOS","DL","Ribs","",""
"19819-13286","2B","Scooter","Scooter Gennett","Gennett","8.522413582637393","58","2700","CIN@WAS","CIN","WAS","","","",""
"19819-13368","OF","Billy","Billy Hamilton","Hamilton","10.989230581430288","65","2700","CIN@WAS","CIN","WAS","","","",""
"19819-13378","OF","Leury","Leury Garcia","Garcia","8.814285823277064","56","2700","OAK@CWS","CWS","OAK","DL","Finger","",""
"19819-5225","3B","Luis","Luis Valbuena","Valbuena","7.414634146341464","41","2700","LAA@BOS","LAA","BOS","","","",""
"19819-13430","2B","Jonathan","Jonathan Villar","Villar","9.518643653998941","59","2700","MIL@ATL","MIL","ATL","DL","Back","",""
"19819-38117","OF","Adam","Adam Duvall","Duvall","11.71470552332261","68","2700","CIN@WAS","CIN","WAS","","","",""
"19819-60672","SS","Tim","Tim Anderson","Anderson","8.253968253968255","63","2700","OAK@CWS","CWS","OAK","","","",""
"19819-5399","3B","Martin","Martin Prado","Prado","8.211765064912683","17","2700","CHC@MIA","MIA","CHC","DL","Hamstring","",""
"19819-21876","3B","Derek","Derek Dietrich","Dietrich","6.477777874658978","63","2700","CHC@MIA","MIA","CHC","","","",""
"19819-79248","OF","Magneuris","Magneuris Sierra","Sierra","10.887499809265137","8","2700","PIT@STL","STL","PIT","","","",""
"19819-38293","OF","Tyler","Tyler Naquin","Naquin","4.600000063578288","6","2700","MIN@CLE","CLE","MIN","","","",""
"19819-38319","OF","Odubel","Odubel Herrera","Herrera","8.76086956521739","69","2700","PHI@ARI","PHI","ARI","","","",""
"19819-52732","OF","Jorge","Jorge Bonifacio","Bonifacio","8.998076805701622","52","2700","TOR@KAN","KAN","TOR","","","",""
"19819-5884","C","Francisco","Francisco Cervelli","Cervelli","7.931372549019608","51","2700","PIT@STL","PIT","STL","DL","Concussion","",""
"19819-39086","OF","Byron","Byron Buxton","Buxton","6.662121397076231","66","2600","MIN@CLE","MIN","CLE","","","",""
"19819-12577","OF","Jarrod","Jarrod Dyson","Dyson","9","68","2600","HOU@SEA","SEA","HOU","","","",""
"19819-16949","2B","Cory","Cory Spangenberg","Spangenberg","6.504166920979817","48","2600","DET@SDP","SDP","DET","","","",""
"19819-16981","C","Yan","Yan Gomes","Gomes","7.268749872843425","48","2600","MIN@CLE","CLE","MIN","","","",""
"19819-80485","OF","Austin","Austin Slater","Slater","10.329412123736214","17","2600","NYM@SFG","SFG","NYM","","","",""
"19819-12988","C","Robinson","Robinson Chirinos","Chirinos","11.372413372171335","29","2600","TEX@NYY","TEX","NYY","","","",""
"19819-13072","3B","Logan","Logan Forsythe","Forsythe","7.051282051282051","39","2600","COL@LOS","LOS","COL","","","",""
"19819-54068","OF","Hunter","Hunter Renfroe","Renfroe","9.026760907240316","71","2600","DET@SDP","SDP","DET","","","",""
"19819-68499","SS","Johan","Johan Camargo","Camargo","5.68","25","2600","MIL@ATL","ATL","MIL","","","",""
"19819-62433","OF","Orlando","Orlando Calixte","Calixte","4.3125","8","2600","NYM@SFG","SFG","NYM","","","",""
"19819-68586","SS","Dansby","Dansby Swanson","Swanson","7.95915458571743","71","2600","MIL@ATL","ATL","MIL","","","",""
"19819-13342","3B","Nicholas","Nicholas Castellanos","Castellanos","9.575714111328125","70","2600","DET@SDP","DET","SDP","","","",""
"19819-13390","SS","Miguel","Miguel Rojas","Rojas","6.683333079020183","24","2600","CHC@MIA","MIA","CHC","DL","Thumb","",""
"19819-21612","SS","Nick","Nick Ahmed","Ahmed","7.951020532724809","49","2600","PHI@ARI","ARI","PHI","","","",""
"19819-5445","SS","Alcides","Alcides Escobar","Escobar","5.473239522584727","71","2600","TOR@KAN","KAN","TOR","","","",""
"19819-13638","3B","Wilmer","Wilmer Flores","Flores","7.37777766474971","54","2600","NYM@SFG","NYM","SFG","","","",""
"19819-5471","SS","Stephen","Stephen Drew","Drew","6.182608562967052","23","2600","CIN@WAS","WAS","CIN","","","",""
"19819-5473","OF","Gerardo","Gerardo Parra","Parra","8.172000122070312","50","2600","COL@LOS","COL","LOS","DL","Quadriceps","",""
"19819-21887","C","Willson","Willson Contreras","Contreras","7.978125095367432","64","2600","CHC@MIA","CHC","MIA","","","",""
"19819-38299","OF","Kevin","Kevin Pillar","Pillar","9.585714285714285","70","2600","TOR@KAN","TOR","KAN","","","",""
"19819-13785","1B","Tyler","Tyler Moore","Moore","6.4783782958984375","37","2600","CHC@MIA","MIA","CHC","","","",""
"19819-13909","OF","Randal","Randal Grichuk","Grichuk","8.376086691151494","46","2600","PIT@STL","STL","PIT","","","",""
"19819-71318","OF","Andrew","Andrew Toles","Toles","8.287096577305947","31","2600","COL@LOS","LOS","COL","DL","Knee","",""
"19819-53007","2B","Daniel","Daniel Robertson","Robertson","6.534545343572443","55","2600","BAL@TAM","TAM","BAL","","","",""
"19819-6029","2B","Jed","Jed Lowrie","Lowrie","10.09130417091259","69","2600","OAK@CWS","OAK","CWS","","","",""
"19819-38965","1B","C.J.","C.J. Cron","Cron","6.4411764705882355","34","2500","LAA@BOS","LAA","BOS","","","",""
"19819-14447","OF","Leonys","Leonys Martin","Martin","4.866666666666666","15","2500","HOU@SEA","SEA","HOU","","","",""
"19819-53600","2B","Kelby","Kelby Tomlinson","Tomlinson","2.9833333757188587","36","2500","NYM@SFG","SFG","NYM","","","",""
"19819-80459","OF","Franchy","Franchy Cordero","Cordero","9.056521871815557","23","2500","DET@SDP","SDP","DET","","","",""
"19819-80462","2B","Paul","Paul DeJong","DeJong","8.547368099814967","19","2500","PIT@STL","STL","PIT","","","",""
"19819-12989","OF","Brandon","Brandon Guyer","Guyer","4.300000145321801","21","2500","MIN@CLE","CLE","MIN","DL","Wrist","",""
"19819-17091","3B","Jefry","Jefry Marte","Marte","6.060000174386161","35","2500","LAA@BOS","LAA","BOS","","","",""
"19819-13102","SS","Freddy","Freddy Galvis","Galvis","7.961971659055898","71","2500","PHI@ARI","PHI","ARI","","","",""
"19819-13201","C","Jesus","Jesus Sucre","Sucre","7.43793092924973","29","2500","BAL@TAM","TAM","BAL","","","",""
"19819-13304","C","Tucker","Tucker Barnhart","Barnhart","6.014583587646484","48","2500","CIN@WAS","CIN","WAS","","","",""
"19819-11313","1B","John","John Jaso","Jaso","5.501639444319928","61","2500","PIT@STL","PIT","STL","","","",""
"19819-38004","C","Austin","Austin Hedges","Hedges","7.6730157761346724","63","2500","DET@SDP","SDP","DET","DTD","Thigh","",""
"19819-5299","C","Russell","Russell Martin","Martin","9.34888916015625","45","2500","TOR@KAN","TOR","KAN","","","",""
"19819-60631","OF","Kyle","Kyle Schwarber","Schwarber","8.710769418569711","65","2500","CHC@MIA","CHC","MIA","","","",""
"19819-13535","3B","Ehire","Ehire Adrianza","Adrianza","5.957692072941707","26","2500","MIN@CLE","MIN","CLE","DL","Abdomen","",""
"19819-60652","3B","Christian","Christian Arroyo","Arroyo","6.611764795639935","34","2500","NYM@SFG","SFG","NYM","DL","Wrist","",""
"19819-79176","SS","JT","JT Riddle","Riddle","6.547916412353516","48","2500","CHC@MIA","MIA","CHC","","","",""
"19819-13685","3B","Brock","Brock Holt","Holt","4.649999936421712","6","2500","LAA@BOS","BOS","LAA","DL","Illness","",""
"19819-13756","OF","Rey","Rey Fuentes","Fuentes","4.492857251848493","28","2500","PHI@ARI","ARI","PHI","","","",""
"19819-13917","OF","Juan","Juan Lagares","Lagares","4.880850933967753","47","2500","NYM@SFG","NYM","SFG","DL","Thumb","",""
"19819-12123","C","Wilson","Wilson Ramos","Ramos","9.874808973938455","131","2500","BAL@TAM","TAM","BAL","DL","Knee","",""
"19819-79847","OF","Jose","Jose Osuna","Osuna","6.135999755859375","50","2500","PIT@STL","PIT","STL","","","",""
"19819-6130","SS","Jose","Jose Reyes","Reyes","7.913043478260869","69","2500","NYM@SFG","NYM","SFG","","","",""
"19819-6230","OF","Chris","Chris Young","Young","7.1022223578559025","45","2400","LAA@BOS","BOS","LAA","","","",""
"19819-12949","C","Derek","Derek Norris","Norris","7.030769348144531","52","2400","BAL@TAM","TAM","BAL","","","",""
"19819-21158","C","John","John Hicks","Hicks","9.905262997275905","19","2400","DET@SDP","DET","SDP","","","",""
"19819-13099","C","Travis","Travis d'Arnaud","d'Arnaud","8.184091047807174","44","2400","NYM@SFG","NYM","SFG","","","",""
"19819-68496","1B","Sam","Sam Travis","Travis","10.557143075125557","7","2400","LAA@BOS","BOS","LAA","","","",""
"19819-13209","C","Manny","Manny Pina","Pina","8.581818320534445","44","2400","MIL@ATL","MIL","ATL","","","",""
"19819-5032","1B","Adrian","Adrian Gonzalez","Gonzalez","6.45510179169324","49","2400","COL@LOS","LOS","COL","DL","Back","",""
"19819-52197","OF","Brian","Brian Goodwin","Goodwin","7.1516128047820064","31","2400","CIN@WAS","WAS","CIN","","","",""
"19819-21549","OF","Tyler","Tyler Collins","Collins","6.909999847412109","40","2400","DET@SDP","DET","SDP","","","",""
"19819-13394","2B","Tyler","Tyler Saladino","Saladino","6.533333333333333","30","2400","OAK@CWS","CWS","OAK","DL","Back","",""
"19819-38016","1B","Jesus","Jesus Aguilar","Aguilar","5.992537313432836","67","2400","MIL@ATL","MIL","ATL","","","",""
"19819-5265","C","Matt","Matt Wieters","Wieters","7.963792998215248","58","2400","CIN@WAS","WAS","CIN","","","",""
"19819-60635","OF","Raimel","Raimel Tapia","Tapia","5.595238095238095","21","2400","COL@LOS","COL","LOS","","","",""
"19819-13584","OF","Paulo","Paulo Orlando","Orlando","3.7714285169328963","14","2400","TOR@KAN","KAN","TOR","DL","Lower leg","",""
"19819-5403","2B","Chase","Chase Utley","Utley","6.87540973600794","61","2400","COL@LOS","LOS","COL","","","",""
"19819-5408","C","Carlos","Carlos Ruiz","Ruiz","4.8700002034505205","30","2400","HOU@SEA","SEA","HOU","","","",""
"19819-38223","OF","Travis","Travis Jankowski","Jankowski","4.847058913286994","17","2400","DET@SDP","SDP","DET","DL","Foot","",""
"19819-21885","2B","Javier","Javier Baez","Baez","7.926984030102926","63","2400","CHC@MIA","CHC","MIA","","","",""
"19819-38411","2B","Alen","Alen Hanson","Hanson","3.489130434782609","46","2400","OAK@CWS","CWS","OAK","","","",""
"19819-13851","OF","Danny","Danny Santana","Santana","5.082222154405382","45","2400","MIL@ATL","ATL","MIL","","","",""
"19819-13959","C","Juan","Juan Centeno","Centeno","23.299999237060547","2","2400","HOU@SEA","HOU","SEA","","","",""
"19819-14019","OF","Abraham","Abraham Almonte","Almonte","5.896969881924716","33","2400","MIN@CLE","CLE","MIN","DL","Biceps","",""
"19819-73879","SS","Pat","Pat Valaika","Valaika","5.0844445122612845","45","2300","COL@LOS","COL","LOS","","","",""
"19819-12499","SS","Darwin","Darwin Barney","Barney","4.303921568627451","51","2300","TOR@KAN","TOR","KAN","","","",""
"19819-12564","C","Chris","Chris Stewart","Stewart","4.152941086713006","17","2300","PIT@STL","PIT","STL","","","",""
"19819-53724","SS","Taylor","Taylor Featherston","Featherston","8.944444444444445","9","2300","BAL@TAM","TAM","BAL","","","",""
"19819-16953","OF","Nick","Nick Franklin","Franklin","3.243137135225184","51","2300","MIL@ATL","MIL","ATL","","","",""
"19819-80457","OF","Adam","Adam Engel","Engel","8.0727275501598","11","2300","OAK@CWS","CWS","OAK","","","",""
"19819-12923","C","Devin","Devin Mesoraco","Mesoraco","8.242424242424242","33","2300","CIN@WAS","CIN","WAS","","","",""
"19819-70277","C","Kevan","Kevan Smith","Smith","6.357142857142857","28","2300","OAK@CWS","CWS","OAK","","","",""
"19819-17105","C","Sandy","Sandy Leon","Leon","7.102439322122714","41","2300","LAA@BOS","BOS","LAA","","","",""
"19819-52161","3B","Rio","Rio Ruiz","Ruiz","5.6548388081212195","31","2300","MIL@ATL","ATL","MIL","","","",""
"19819-13262","OF","Jurickson","Jurickson Profar","Profar","4.334999847412109","20","2300","TEX@NYY","TEX","NYY","","","",""
"19819-13283","OF","Jim","Jim Adduci","Adduci","10.546154315655048","13","2300","DET@SDP","DET","SDP","DL","Oblique","",""
"19819-5104","3B","Pablo","Pablo Sandoval","Sandoval","6.34375","32","2300","LAA@BOS","BOS","LAA","DL","Illness","",""
"19819-5121","OF","Ryan","Ryan Raburn","Raburn","5.863636363636363","11","2300","CIN@WAS","WAS","CIN","","","",""
"19819-13346","2B","Ryan","Ryan Goins","Goins","6.181356139102225","59","2300","TOR@KAN","TOR","KAN","","","",""
"19819-38033","OF","Cody","Cody Asche","Asche","3.9473684210526314","19","2300","OAK@CWS","CWS","OAK","","","",""
"19819-5280","SS","Erick","Erick Aybar","Aybar","6.198386899886593","62","2300","DET@SDP","SDP","DET","","","",""
"19819-5381","OF","Michael","Michael Saunders","Saunders","6.688524590163935","61","2300","PHI@ARI","PHI","ARI","","","",""
"19819-79120","3B","Yandy","Yandy Diaz","Diaz","5.516666836208767","18","2300","MIN@CLE","CLE","MIN","DL","Quadriceps","",""
"19819-79127","OF","Derek","Derek Fisher","Fisher","13.61999969482422","5","2300","HOU@SEA","HOU","SEA","","","",""
"19819-5463","1B","Brandon","Brandon Moss","Moss","6.972916920979817","48","2300","TOR@KAN","KAN","TOR","","","",""
"19819-79212","C","Andrew","Andrew Knapp","Knapp","7.436666870117188","30","2300","PHI@ARI","PHI","ARI","","","",""
"19819-21890","SS","Orlando","Orlando Arcia","Arcia","7.258571515764509","70","2300","MIL@ATL","MIL","ATL","","","",""
"19819-13792","OF","Kike","Kike Hernandez","Hernandez","7.0892305814302885","65","2300","COL@LOS","LOS","COL","","","",""
"19819-13862","OF","Daniel","Daniel Robertson","Robertson","4.976666768391927","30","2300","MIN@CLE","CLE","MIN","","","",""
"19819-5972","SS","J.J.","J.J. Hardy","Hardy","5.895312309265137","64","2300","BAL@TAM","BAL","TAM","DL","Wrist","",""
"19819-79896","C","Luis","Luis Torrens","Torrens","2.646666717529297","30","2200","DET@SDP","SDP","DET","","","",""
"19819-12475","OF","Peter","Peter Bourjos","Bourjos","4.676744327988735","43","2200","BAL@TAM","TAM","BAL","","","",""
"19819-39125","C","Tomas","Tomas Telis","Telis","2.242857115609305","7","2200","CHC@MIA","MIA","CHC","","","",""
"19819-39139","2B","Gavin","Gavin Cecchini","Cecchini","6.240000152587891","5","2200","NYM@SFG","NYM","SFG","","","",""
"19819-12572","OF","Ben","Ben Revere","Revere","4.670212765957447","47","2200","LAA@BOS","LAA","BOS","","","",""
"19819-80431","2B","Nolan","Nolan Fontana","Fontana","3.9571429661342075","7","2200","LAA@BOS","LAA","BOS","","","",""
"19819-12855","3B","Conor","Conor Gillaspie","Gillaspie","2.292307633620042","26","2200","NYM@SFG","SFG","NYM","DL","Back","",""
"19819-12919","SS","Jose","Jose Iglesias","Iglesias","7.484745866161282","59","2200","DET@SDP","DET","SDP","","","",""
"19819-17052","OF","Scott","Scott Van Slyke","Van Slyke","3.203571319580078","28","2200","COL@LOS","LOS","COL","","","",""
"19819-13009","C","Austin","Austin Romine","Romine","5.292105423776727","38","2200","TEX@NYY","NYY","TEX","","","",""
"19819-13013","SS","Michael","Michael Martinez","Martinez","1.5142857687813895","28","2200","BAL@TAM","TAM","BAL","","","",""
"19819-13014","SS","Alexi","Alexi Amarista","Amarista","5.3599998474121096","40","2200","COL@LOS","COL","LOS","","","",""
